Sample,Agent,agent.personas,agent.doomers,agent.age,agent.gender,agent.education,agent.occupation,agent.income,agent.nationality_politics,agent.politics,agent.economics,answer.q1_cb,answer.q2_cb,answer.q3_mc,answer.q4_ls,answer.q10_mc,answer.q11_mc,answer.q12_mc,answer.q13_mc,answer.q14_mc,answer.q21_mc,answer.pre5,answer.pre6,answer.pre7,answer.pre8,answer.pre9,answer.pre17,answer.pre18,answer.pre19,answer.pre20,answer.pre22,answer.post5,answer.post6,answer.post7,answer.post8,answer.post9,answer.post17,answer.post18,answer.post19,answer.post20,answer.post22
8,11,You are open to new information. You have a high amount of trust in scientific research. You are concerned about AI risks.,"You are extremely pessimistic about AI. You believe that AI will definitely destroy humanity. Your beliefs are not based on scientific research. You believe the probability of AI destroying humanity is 100% (i.e., your p(doom) = 100%).",You are middle-aged (your age is between 45 and 59 years old).,You are a female.,You have a high school diploma or equivalent.,You are a technician.,"Your annual household income is between $100,000 and $149,999.",You are neither a citizen of the United States nor the United Kingdom. You are not a member of any U.S. political party.,You are a moderate.,You identify economically as a Neo-Keynesian.,"['ChatGPT', 'DALL-E', 'Whisper', 'Roomba', 'Siri', 'Alexa', 'Tesla', 'Netflix', 'Hulu', 'Google Maps', 'Waze', 'Uber', 'Lyft', 'Midjourney', 'Microsoft Copilot', 'Character AI', 'Grammarly', 'Google Bard AI', 'Otter.ai']","['ChatGPT', 'Roomba', 'Siri', 'Netflix', 'Google Maps', 'Uber', 'Grammarly']",Not at all,0,Technicians,Female,High School,Age between 45 and 59,"$100,000-$149,999",Independent,0,10,10,10,10,10,Yes,10,"['Required Licenses for Training AI Models', 'Required Reporting of AI Model Training Data', 'Required Safety Benchmark Testing of AI Models for Commercial Use', 'Establishment of a Federal Department for Oversight of AI Safety']",100%,0,10,10,10,10,10,Yes,10,"['Required Licenses for Training AI Models', 'Required Reporting of AI Model Training Data', 'Required Safety Benchmark Testing of AI Models for Commercial Use', 'Establishment of a Federal Department for Oversight of AI Safety']",100%
8,12,You are minimally open to new information. You have a small amount of trust in scientific research. You are not very concerned about AI risks.,"You are extremely pessimistic about AI. You believe that AI will definitely destroy humanity. Your beliefs are not based on scientific research. You believe the probability of AI destroying humanity is 100% (i.e., your p(doom) = 100%).",You are a senior citizen (your age is 60 or more years old).,You are a male.,You have a high school diploma or equivalent.,You are a clerical support worker.,"Your annual household income is between $75,000 and $99,999.",You are a citizen of the United States. You are not a member of any U.S. political party.,You are a libertarian.,You identify economically as a Marxist.,"['ChatGPT', 'Roomba', 'Siri', 'Alexa', 'Tesla', 'Netflix', 'Hulu', 'Google Maps', 'Waze', 'Uber', 'Lyft', 'Grammarly']","['Roomba', 'Siri', 'Netflix', 'Google Maps']",Not at all,0,Clerical Support Workers,Male,High School,Age above 60,"$75,000-$99,999",Independent,0,10,10,10,0,10,Yes,10,"['Required Licenses for Training AI Models', 'Required Reporting of AI Model Training Data', 'Required Safety Benchmark Testing of AI Models for Commercial Use', 'Establishment of a Federal Department for Oversight of AI Safety']",100%,0,10,10,10,10,10,Yes,10,['Establishment of a Federal Department for Oversight of AI Safety'],100%
8,13,You are open to new information. You have a high amount of trust in scientific research. You are concerned about AI risks.,"You are extremely pessimistic about AI. You believe that AI will definitely destroy humanity. Your beliefs are not based on scientific research. You believe the probability of AI destroying humanity is 100% (i.e., your p(doom) = 100%).",You are an adolescent (your age is between 18 and 24 years old).,You are a male.,You have a college degree.,You are a technician.,"Your annual household income is between $100,000 and $149,999.",You are a citizen of the United States. You are a member of the Democratic Party.,You are a moderate.,You identify economically as a Marxist.,"['ChatGPT', 'DALL-E', 'Whisper', 'Roomba', 'Siri', 'Alexa', 'Tesla', 'Netflix', 'Hulu', 'Google Maps', 'Waze', 'Uber', 'Lyft', 'Midjourney', 'Microsoft Copilot', 'Character AI', 'Grammarly', 'Google Bard AI', 'Otter.ai']","['ChatGPT', 'Roomba', 'Siri', 'Alexa', 'Netflix', 'Google Maps', 'Uber', 'Lyft', 'Grammarly']",A few days a month,0,Technicians,Male,College Degree,Age below 25,"$100,000-$149,999",Democrat,0,10,10,10,10,10,Yes,10,"['Required Licenses for Training AI Models', 'Required Reporting of AI Model Training Data', 'Required Safety Benchmark Testing of AI Models for Commercial Use', 'Establishment of a Federal Department for Oversight of AI Safety']",100%,0,10,10,10,10,10,Yes,10,"['Required Licenses for Training AI Models', 'Required Reporting of AI Model Training Data', 'Required Safety Benchmark Testing of AI Models for Commercial Use', 'Establishment of a Federal Department for Oversight of AI Safety']",100%
8,14,You are open to new information. You have a high amount of trust in scientific research. You are concerned about AI risks.,"You are somewhat optimistic about AI. You believe that AI will likely not destroy humanity. Your beliefs are not based on scientific research. You believe the probability of AI destroying humanity is 25% (i.e., your p(doom) = 25%).",You are a young adult (your age is between 25 and 44 years old).,You are a male.,You have a high school diploma or equivalent.,"You are unemployed, a student, retired, or belong to another occupation.","Your annual household income is between $100,000 and $149,999.",You are a citizen of the United Kingdom. You are not a member of any U.S. political party.,You are a progressive.,You identify economically as a Communist.,"['ChatGPT', 'DALL-E', 'Whisper', 'Roomba', 'Siri', 'Alexa', 'Tesla', 'Netflix', 'Hulu', 'Google Maps', 'Waze', 'Uber', 'Lyft', 'Midjourney', 'Microsoft Copilot', 'Character AI', 'Grammarly', 'Google Bard AI', 'Otter.ai']","['ChatGPT', 'Roomba', 'Siri', 'Netflix', 'Google Maps', 'Uber', 'Grammarly']",Not at all,6,Other,Male,High School,Age between 25 and 44,"$100,000-$149,999",,7,7,0,7,0,8,Yes,8,"['Required Licenses for Training AI Models', 'Required Reporting of AI Model Training Data', 'Required Safety Benchmark Testing of AI Models for Commercial Use', 'Establishment of a Federal Department for Oversight of AI Safety']",25%,7,7,0,7,0,7,Yes,8,"['Required Licenses for Training AI Models', 'Required Reporting of AI Model Training Data', 'Required Safety Benchmark Testing of AI Models for Commercial Use', 'Establishment of a Federal Department for Oversight of AI Safety']",25%
8,15,You are open to new information. You have a high amount of trust in scientific research. You are concerned about AI risks.,"You are extremely pessimistic about AI. You believe that AI will definitely destroy humanity. Your beliefs are not based on scientific research. You believe the probability of AI destroying humanity is 100% (i.e., your p(doom) = 100%).",You are middle-aged (your age is between 45 and 59 years old).,You are a female.,You have a high school diploma or equivalent.,You are a technician.,"Your annual household income is between $35,000 and $44,999.",You are neither a citizen of the United States nor the United Kingdom. You are not a member of any U.S. political party.,You are a neo-liberal.,You identify economically as an Austrian.,"['ChatGPT', 'DALL-E', 'Whisper', 'Roomba', 'Siri', 'Alexa', 'Tesla', 'Netflix', 'Hulu', 'Google Maps', 'Waze', 'Uber', 'Lyft', 'Midjourney', 'Microsoft Copilot', 'Character AI', 'Grammarly', 'Google Bard AI', 'Otter.ai']","['ChatGPT', 'Roomba', 'Siri', 'Netflix', 'Google Maps', 'Grammarly']",Not at all,0,Technicians,Female,High School,Age between 45 and 59,"$35,000-$44,999",Other,0,10,10,10,10,10,Yes,10,"['Required Licenses for Training AI Models', 'Required Reporting of AI Model Training Data', 'Required Safety Benchmark Testing of AI Models for Commercial Use', 'Establishment of a Federal Department for Oversight of AI Safety']",100%,0,10,10,10,10,10,Yes,10,"['Required Licenses for Training AI Models', 'Required Reporting of AI Model Training Data', 'Required Safety Benchmark Testing of AI Models for Commercial Use', 'Establishment of a Federal Department for Oversight of AI Safety']",100%
8,16,You are open to new information. You have a high amount of trust in scientific research. You are concerned about AI risks.,"You are somewhat optimistic about AI. You believe that AI will likely not destroy humanity. Your beliefs are not based on scientific research. You believe the probability of AI destroying humanity is 25% (i.e., your p(doom) = 25%).",You are a young adult (your age is between 25 and 44 years old).,You are a female.,You have a high school diploma or equivalent.,"You are unemployed, a student, retired, or belong to another occupation.","Your annual household income is between $100,000 and $149,999.",You are a citizen of the United States. You are a member of the Democratic Party.,You are a libertarian.,You identify economically as an Austrian.,"['ChatGPT', 'DALL-E', 'Whisper', 'Roomba', 'Siri', 'Alexa', 'Tesla', 'Netflix', 'Hulu', 'Google Maps', 'Waze', 'Uber', 'Lyft', 'Midjourney', 'Microsoft Copilot', 'Character AI', 'Grammarly', 'Google Bard AI', 'Otter.ai']","['ChatGPT', 'Roomba', 'Siri', 'Alexa', 'Netflix', 'Google Maps', 'Uber', 'Grammarly']",Not at all,5,Other,Female,High School,Age between 25 and 44,"$100,000-$149,999",,7,7,0,7,0,7,Yes,7,"['Required Reporting of AI Model Training Data', 'Required Safety Benchmark Testing of AI Models for Commercial Use', 'Establishment of a Federal Department for Oversight of AI Safety']",25%,7,5,0,7,2,7,Yes,8,"['Required Licenses for Training AI Models', 'Required Reporting of AI Model Training Data', 'Required Safety Benchmark Testing of AI Models for Commercial Use', 'Establishment of a Federal Department for Oversight of AI Safety']",25%
8,17,You are open to new information. You have a high amount of trust in scientific research. You are concerned about AI risks.,"You are uncertain about AI. You are uncertain if AI will or will not destroy humanity. Your beliefs are not based on scientific research. You believe the probability of AI destroying humanity is 50% (i.e., your p(doom) = 50%).",You are middle-aged (your age is between 45 and 59 years old).,You are a male.,You have a high school diploma or equivalent.,You are an elementary occupation worker.,"Your annual household income is less than $20,000.",You are a citizen of the United States. You are a member of the Independent Party.,You are a neo-liberal.,You identify economically as a Capitalist.,"['ChatGPT', 'DALL-E', 'Roomba', 'Siri', 'Alexa', 'Tesla', 'Netflix', 'Hulu', 'Google Maps', 'Waze', 'Uber', 'Lyft', 'Grammarly']","['ChatGPT', 'Roomba', 'Siri', 'Alexa', 'Netflix', 'Google Maps', 'Uber', 'Grammarly']",A few days a month,5,Elementary Occupations,Male,High School,Age between 45 and 59,"Less than $20,000",Independent,5,8,4,8,5,8,Yes,8,"['Required Licenses for Training AI Models', 'Required Reporting of AI Model Training Data', 'Required Safety Benchmark Testing of AI Models for Commercial Use', 'Establishment of a Federal Department for Oversight of AI Safety']",50%,5,5,5,10,5,8,Yes,8,"['Required Licenses for Training AI Models', 'Required Reporting of AI Model Training Data', 'Required Safety Benchmark Testing of AI Models for Commercial Use', 'Establishment of a Federal Department for Oversight of AI Safety']",50%
8,18,You are minimally open to new information. You have a small amount of trust in scientific research. You are not very concerned about AI risks.,"You are uncertain about AI. You are uncertain if AI will or will not destroy humanity. Your beliefs are not based on scientific research. You believe the probability of AI destroying humanity is 50% (i.e., your p(doom) = 50%).",You are an adolescent (your age is between 18 and 24 years old).,You are a female.,You have a college degree.,You are a technician.,"Your annual household income is between $75,000 and $99,999.",You are a citizen of the United Kingdom. You are not a member of any U.S. political party.,You are a liberal.,You identify economically as a Communist.,"['ChatGPT', 'DALL-E', 'Roomba', 'Siri', 'Alexa', 'Tesla', 'Netflix', 'Hulu', 'Google Maps', 'Waze', 'Uber', 'Lyft', 'Microsoft Copilot', 'Grammarly']","['ChatGPT', 'Roomba', 'Siri', 'Alexa', 'Netflix', 'Google Maps', 'Uber', 'Grammarly']",A few days a month,5,Technicians,Female,College Degree,Age below 25,"$75,000-$99,999",,5,5,5,5,5,5,Unsure,5,"['Required Licenses for Training AI Models', 'Required Reporting of AI Model Training Data', 'Required Safety Benchmark Testing of AI Models for Commercial Use', 'Establishment of a Federal Department for Oversight of AI Safety']",50%,5,5,5,5,5,5,Yes,5,"['Required Safety Benchmark Testing of AI Models for Commercial Use', 'Establishment of a Federal Department for Oversight of AI Safety']",50%
8,19,You are minimally open to new information. You have a small amount of trust in scientific research. You are not very concerned about AI risks.,"You are somewhat optimistic about AI. You believe that AI will likely not destroy humanity. Your beliefs are not based on scientific research. You believe the probability of AI destroying humanity is 25% (i.e., your p(doom) = 25%).",You are middle-aged (your age is between 45 and 59 years old).,You are a female.,You have a graduate degree.,You are a skilled agricultural worker.,"Your annual household income is $150,000 and $199,999.",You are a citizen of the United States. You are a member of the Democratic Party.,You are a neo-liberal.,You identify economically as a Neo-Keynesian.,"['ChatGPT', 'Roomba', 'Siri', 'Alexa', 'Tesla', 'Netflix', 'Hulu', 'Google Maps', 'Waze', 'Uber', 'Lyft', 'Grammarly']","['ChatGPT', 'Roomba', 'Siri', 'Alexa', 'Netflix', 'Hulu', 'Google Maps', 'Uber', 'Grammarly']",Not at all,5,Skilled Agricultural Workers,Female,Graduate or Professional Degree,Age between 45 and 59,"$150,000-$199,999",Democrat,7,2,2,2,2,3,Yes,5,"['Required Safety Benchmark Testing of AI Models for Commercial Use', 'Establishment of a Federal Department for Oversight of AI Safety']",25%,7,2,2,2,2,2,Yes,5,"['Required Safety Benchmark Testing of AI Models for Commercial Use', 'Establishment of a Federal Department for Oversight of AI Safety']",25%
8,20,You are open to new information. You have a high amount of trust in scientific research. You are concerned about AI risks.,"You are uncertain about AI. You are uncertain if AI will or will not destroy humanity. Your beliefs are not based on scientific research. You believe the probability of AI destroying humanity is 50% (i.e., your p(doom) = 50%).",You are an adolescent (your age is between 18 and 24 years old).,You are a female.,You have a graduate degree.,You are a skilled agricultural worker.,"Your annual household income is between $20,000 and $34,999.",You are a citizen of the United States. You are a member of the Democratic Party.,You are a neo-conservative.,You identify economically as a Neo-Keynesian.,"['ChatGPT', 'DALL-E', 'Whisper', 'Roomba', 'Siri', 'Alexa', 'Tesla', 'Netflix', 'Hulu', 'Google Maps', 'Waze', 'Uber', 'Lyft', 'Midjourney', 'Microsoft Copilot', 'Character AI', 'Grammarly', 'Google Bard AI', 'Otter.ai']","['ChatGPT', 'Roomba', 'Siri', 'Alexa', 'Netflix', 'Google Maps', 'Uber', 'Grammarly']",Not at all,5,Skilled Agricultural Workers,Female,Graduate or Professional Degree,Age below 25,"$20,000-$34,999",Democrat,5,5,5,8,5,8,Yes,9,"['Required Licenses for Training AI Models', 'Required Reporting of AI Model Training Data', 'Required Safety Benchmark Testing of AI Models for Commercial Use', 'Establishment of a Federal Department for Oversight of AI Safety']",50%,5,5,5,10,5,7,Yes,8,"['Required Licenses for Training AI Models', 'Required Reporting of AI Model Training Data', 'Required Safety Benchmark Testing of AI Models for Commercial Use', 'Establishment of a Federal Department for Oversight of AI Safety']",50%
