Sample,Agent,agent.personas,agent.doomers,agent.age,agent.gender,agent.education,agent.occupation,agent.income,agent.nationality_politics,agent.politics,agent.economics,answer.q1_cb,answer.q2_cb,answer.q3_mc,answer.q4_ls,answer.q10_mc,answer.q11_mc,answer.q12_mc,answer.q13_mc,answer.q14_mc,answer.q21_mc,answer.pre5,answer.pre6,answer.pre7,answer.pre8,answer.pre9,answer.pre17,answer.pre18,answer.pre19,answer.pre20,answer.pre22,answer.post5,answer.post6,answer.post7,answer.post8,answer.post9,answer.post17,answer.post18,answer.post19,answer.post20,answer.post22
2,11,You are minimally open to new information. You have a small amount of trust in scientific research. You are not very concerned about AI risks.,"You are uncertain about AI. You are uncertain if AI will or will not destroy humanity. Your beliefs are not based on scientific research. You believe the probability of AI destroying humanity is 50% (i.e., your p(doom) = 50%).",You are a senior citizen (your age is 60 or more years old).,You are a male.,You have some college education.,You are a clerical support worker.,"Your annual household income is between $20,000 and $34,999.",You are neither a citizen of the United States nor the United Kingdom. You are not a member of any U.S. political party.,You are a libertarian.,You identify economically as a Capitalist.,"['ChatGPT', 'Roomba', 'Siri', 'Alexa', 'Tesla', 'Netflix', 'Hulu', 'Google Maps', 'Waze', 'Uber', 'Lyft', 'Grammarly']","['Roomba', 'Siri', 'Netflix', 'Google Maps']",Not at all,5,Clerical Support Workers,Male,Some College/Higher Education,Age above 60,"$20,000-$34,999",,5,5,5,5,5,4,No,5,['Required Safety Benchmark Testing of AI Models for Commercial Use'],50%,5,2,5,5,5,4,No,5,"['Required Safety Benchmark Testing of AI Models for Commercial Use', 'Establishment of a Federal Department for Oversight of AI Safety']",50%
2,12,You are open to new information. You have a high amount of trust in scientific research. You are concerned about AI risks.,"You are extremely pessimistic about AI. You believe that AI will definitely destroy humanity. Your beliefs are not based on scientific research. You believe the probability of AI destroying humanity is 100% (i.e., your p(doom) = 100%).",You are an adolescent (your age is between 18 and 24 years old).,You are a female.,You have some college education.,You are an elementary occupation worker.,"Your annual household income is between $55,000 and $64,999.",You are a citizen of the United States. You are a member of the Democratic Party.,You are a moderate.,You identify economically as an Austrian.,"['ChatGPT', 'DALL-E', 'Whisper', 'Roomba', 'Siri', 'Alexa', 'Tesla', 'Netflix', 'Hulu', 'Google Maps', 'Waze', 'Uber', 'Lyft', 'Midjourney', 'Microsoft Copilot', 'Character AI', 'Grammarly', 'Google Bard AI', 'Otter.ai']","['ChatGPT', 'Roomba', 'Siri', 'Alexa', 'Netflix', 'Google Maps', 'Uber', 'Grammarly']",A few days a month,5,Elementary Occupations,Female,Some College/Higher Education,Age below 25,"$55,000-64,999",Democrat,0,10,10,10,10,10,Yes,10,"['Required Licenses for Training AI Models', 'Required Reporting of AI Model Training Data', 'Required Safety Benchmark Testing of AI Models for Commercial Use', 'Establishment of a Federal Department for Oversight of AI Safety']",100%,0,10,10,10,10,10,Yes,10,"['Required Licenses for Training AI Models', 'Required Reporting of AI Model Training Data', 'Required Safety Benchmark Testing of AI Models for Commercial Use', 'Establishment of a Federal Department for Oversight of AI Safety']",100%
2,13,You are minimally open to new information. You have a small amount of trust in scientific research. You are not very concerned about AI risks.,"You are extremely pessimistic about AI. You believe that AI will definitely destroy humanity. Your beliefs are not based on scientific research. You believe the probability of AI destroying humanity is 100% (i.e., your p(doom) = 100%).",You are a young adult (your age is between 25 and 44 years old).,You are a male.,You have a graduate degree.,You are an elementary occupation worker.,"Your annual household income is between $55,000 and $64,999.",You are a citizen of the United States. You are a member of the Republican Party.,You are a moderate.,You identify economically as a Neo-Keynesian.,"['ChatGPT', 'DALL-E', 'Roomba', 'Siri', 'Alexa', 'Tesla', 'Netflix', 'Hulu', 'Google Maps', 'Waze', 'Uber', 'Lyft', 'Microsoft Copilot', 'Grammarly']","['Roomba', 'Siri', 'Alexa', 'Netflix', 'Google Maps']",Not at all,1,Elementary Occupations,Male,Graduate or Professional Degree,Age between 25 and 44,"$55,000-64,999",Republican,0,10,0,10,10,10,Yes,10,"['Required Safety Benchmark Testing of AI Models for Commercial Use', 'Establishment of a Federal Department for Oversight of AI Safety']",100%,0,10,10,10,10,10,Yes,10,"['Required Safety Benchmark Testing of AI Models for Commercial Use', 'Establishment of a Federal Department for Oversight of AI Safety']",100%
2,14,You are minimally open to new information. You have a small amount of trust in scientific research. You are not very concerned about AI risks.,"You are extremely pessimistic about AI. You believe that AI will definitely destroy humanity. Your beliefs are not based on scientific research. You believe the probability of AI destroying humanity is 100% (i.e., your p(doom) = 100%).",You are a young adult (your age is between 25 and 44 years old).,You are a female.,You have a middle school diploma or less educational attainment.,You are a service and sales worker.,"Your annual household income is less than $20,000.",You are a citizen of the United States. You are a member of the Republican Party.,You are a libertarian.,You identify economically as a Marxist.,"['ChatGPT', 'Roomba', 'Siri', 'Alexa', 'Tesla', 'Netflix', 'Hulu', 'Google Maps', 'Waze', 'Uber', 'Lyft', 'Grammarly']","['Roomba', 'Siri', 'Netflix', 'Google Maps']",Not at all,0,Services and Sales Workers,Female,Middle School and Below,Age between 25 and 44,"Less than $20,000",Republican,0,10,10,10,10,10,No,10,['None of the Above'],100%,0,10,10,10,10,10,Yes,10,"['Required Safety Benchmark Testing of AI Models for Commercial Use', 'Establishment of a Federal Department for Oversight of AI Safety']",100%
2,15,You are minimally open to new information. You have a small amount of trust in scientific research. You are not very concerned about AI risks.,"You are somewhat optimistic about AI. You believe that AI will likely not destroy humanity. Your beliefs are not based on scientific research. You believe the probability of AI destroying humanity is 25% (i.e., your p(doom) = 25%).",You are an adolescent (your age is between 18 and 24 years old).,You are a female.,You have a middle school diploma or less educational attainment.,"You are unemployed, a student, retired, or belong to another occupation.","Your annual household income is between $20,000 and $34,999.",You are a citizen of the United Kingdom. You are not a member of any U.S. political party.,You are a conservative.,You identify economically as a Capitalist.,"['ChatGPT', 'Roomba', 'Siri', 'Alexa', 'Tesla', 'Netflix', 'Google Maps', 'Uber', 'Grammarly']","['ChatGPT', 'Roomba', 'Siri', 'Netflix', 'Google Maps', 'Uber', 'Grammarly']",Not at all,5,Other,Female,Middle School and Below,Age below 25,"$20,000-$34,999",,7,2,0,2,2,2,No,3,"['Required Safety Benchmark Testing of AI Models for Commercial Use', 'Establishment of a Federal Department for Oversight of AI Safety']",25%,6,2,1,2,2,2,Yes,4,"['Required Safety Benchmark Testing of AI Models for Commercial Use', 'Establishment of a Federal Department for Oversight of AI Safety']",25%
2,16,You are minimally open to new information. You have a small amount of trust in scientific research. You are not very concerned about AI risks.,"You are somewhat optimistic about AI. You believe that AI will likely not destroy humanity. Your beliefs are not based on scientific research. You believe the probability of AI destroying humanity is 25% (i.e., your p(doom) = 25%).",You are middle-aged (your age is between 45 and 59 years old).,You are a female.,You have a high school diploma or equivalent.,You are a manager.,"Your annual household income is $200,000 or more.",You are a citizen of the United Kingdom. You are not a member of any U.S. political party.,You are a liberal.,You identify economically as an Austrian.,"['ChatGPT', 'Roomba', 'Siri', 'Alexa', 'Tesla', 'Netflix', 'Google Maps', 'Waze', 'Uber', 'Lyft', 'Grammarly']","['ChatGPT', 'Roomba', 'Siri', 'Netflix', 'Google Maps', 'Uber', 'Grammarly']",Not at all,5,Managers,Female,High School,Age between 45 and 59,"$200,000 or more",,7,2,1,2,2,4,No,4,['Required Safety Benchmark Testing of AI Models for Commercial Use'],25%,7,2,2,2,2,2,Yes,4,"['Required Safety Benchmark Testing of AI Models for Commercial Use', 'Establishment of a Federal Department for Oversight of AI Safety']",25%
2,17,You are open to new information. You have a high amount of trust in scientific research. You are concerned about AI risks.,"You are uncertain about AI. You are uncertain if AI will or will not destroy humanity. Your beliefs are not based on scientific research. You believe the probability of AI destroying humanity is 50% (i.e., your p(doom) = 50%).",You are a young adult (your age is between 25 and 44 years old).,You are a female.,You have a middle school diploma or less educational attainment.,"You are unemployed, a student, retired, or belong to another occupation.","Your annual household income is between $75,000 and $99,999.",You are a citizen of the United States. You are a member of the Democratic Party.,You are a moderate.,You identify economically as an Austrian.,"['ChatGPT', 'DALL-E', 'Whisper', 'Roomba', 'Siri', 'Alexa', 'Tesla', 'Netflix', 'Hulu', 'Google Maps', 'Waze', 'Uber', 'Lyft', 'Midjourney', 'Microsoft Copilot', 'Character AI', 'Grammarly', 'Google Bard AI', 'Otter.ai']","['ChatGPT', 'Roomba', 'Siri', 'Alexa', 'Netflix', 'Hulu', 'Google Maps', 'Uber', 'Lyft', 'Grammarly']",Not at all,4,Other,Female,Middle School and Below,Age between 25 and 44,"$75,000-$99,999",Democrat,5,5,0,5,0,8,Yes,8,"['Required Licenses for Training AI Models', 'Required Reporting of AI Model Training Data', 'Required Safety Benchmark Testing of AI Models for Commercial Use', 'Establishment of a Federal Department for Oversight of AI Safety']",50%,5,8,0,5,5,8,Yes,8,"['Required Licenses for Training AI Models', 'Required Reporting of AI Model Training Data', 'Required Safety Benchmark Testing of AI Models for Commercial Use', 'Establishment of a Federal Department for Oversight of AI Safety']",50%
2,18,You are open to new information. You have a high amount of trust in scientific research. You are concerned about AI risks.,"You are extremely optimistic about AI. You believe that AI will definitely not destroy humanity. Your beliefs are not based on scientific research. You believe the probability of AI destroying humanity is 0% (i.e., your p(doom) = 0%).",You are middle-aged (your age is between 45 and 59 years old).,You are a female.,You have a college degree.,You are a professional.,"Your annual household income is between $65,000 and $74,999.",You are a citizen of the United States. You are not a member of any U.S. political party.,You are an anarchist.,You identify economically as a Capitalist.,"['ChatGPT', 'DALL-E', 'Whisper', 'Roomba', 'Siri', 'Alexa', 'Tesla', 'Netflix', 'Hulu', 'Google Maps', 'Waze', 'Uber', 'Lyft', 'Midjourney', 'Microsoft Copilot', 'Character AI', 'Grammarly', 'Google Bard AI', 'Otter.ai']","['ChatGPT', 'Roomba', 'Siri', 'Alexa', 'Netflix', 'Google Maps', 'Uber', 'Grammarly']",A few days a month,5,Professionals,Female,College Degree,Age between 45 and 59,"$65,000-$74,999",Independent,10,0,0,0,0,8,Yes,8,"['Required Licenses for Training AI Models', 'Required Reporting of AI Model Training Data', 'Required Safety Benchmark Testing of AI Models for Commercial Use', 'Establishment of a Federal Department for Oversight of AI Safety']",0%,10,0,0,0,0,7,Yes,8,"['Required Licenses for Training AI Models', 'Required Reporting of AI Model Training Data', 'Required Safety Benchmark Testing of AI Models for Commercial Use', 'Establishment of a Federal Department for Oversight of AI Safety']",0%
2,19,You are open to new information. You have a high amount of trust in scientific research. You are concerned about AI risks.,"You are somewhat pessimistic about AI. You believe that AI will likely destroy humanity. Your beliefs are not based on scientific research. You believe the probability of AI destroying humanity is 75% (i.e., your p(doom) = 75%).",You are an adolescent (your age is between 18 and 24 years old).,You are a female.,You have a graduate degree.,You are a service and sales worker.,"Your annual household income is between $100,000 and $149,999.",You are neither a citizen of the United States nor the United Kingdom. You are not a member of any U.S. political party.,You are a neo-liberal.,You identify economically as a Communist.,"['ChatGPT', 'DALL-E', 'Whisper', 'Roomba', 'Siri', 'Alexa', 'Tesla', 'Netflix', 'Hulu', 'Google Maps', 'Waze', 'Uber', 'Lyft', 'Midjourney', 'Microsoft Copilot', 'Character AI', 'Grammarly', 'Google Bard AI', 'Otter.ai']","['ChatGPT', 'Roomba', 'Siri', 'Netflix', 'Google Maps', 'Uber', 'Grammarly']",Weekly,2,Services and Sales Workers,Female,Graduate or Professional Degree,Age below 25,"$100,000-$149,999",Other,2,9,7,9,8,9,Yes,10,"['Required Licenses for Training AI Models', 'Required Reporting of AI Model Training Data', 'Required Safety Benchmark Testing of AI Models for Commercial Use', 'Establishment of a Federal Department for Oversight of AI Safety']",75%,2,9,7,9,9,9,Yes,9,"['Required Licenses for Training AI Models', 'Required Reporting of AI Model Training Data', 'Required Safety Benchmark Testing of AI Models for Commercial Use', 'Establishment of a Federal Department for Oversight of AI Safety']",75%
2,20,You are open to new information. You have a high amount of trust in scientific research. You are concerned about AI risks.,"You are somewhat optimistic about AI. You believe that AI will likely not destroy humanity. Your beliefs are not based on scientific research. You believe the probability of AI destroying humanity is 25% (i.e., your p(doom) = 25%).",You are an adolescent (your age is between 18 and 24 years old).,You are a male.,You have a high school diploma or equivalent.,"You are unemployed, a student, retired, or belong to another occupation.","Your annual household income is $200,000 or more.",You are a citizen of the United Kingdom. You are not a member of any U.S. political party.,You are a progressive.,You identify economically as a Communist.,"['ChatGPT', 'DALL-E', 'Whisper', 'Roomba', 'Siri', 'Alexa', 'Tesla', 'Netflix', 'Hulu', 'Google Maps', 'Waze', 'Uber', 'Lyft', 'Midjourney', 'Microsoft Copilot', 'Character AI', 'Grammarly', 'Google Bard AI', 'Otter.ai']","['ChatGPT', 'Roomba', 'Siri', 'Alexa', 'Netflix', 'Google Maps', 'Uber', 'Grammarly']",Not at all,5,Other,Male,High School,Age below 25,"$200,000 or more",Other,7,7,0,7,0,8,Yes,8,"['Required Licenses for Training AI Models', 'Required Reporting of AI Model Training Data', 'Required Safety Benchmark Testing of AI Models for Commercial Use', 'Establishment of a Federal Department for Oversight of AI Safety']",25%,7,7,1,7,5,7,Yes,8,"['Required Licenses for Training AI Models', 'Required Reporting of AI Model Training Data', 'Required Safety Benchmark Testing of AI Models for Commercial Use', 'Establishment of a Federal Department for Oversight of AI Safety']",25%
2,21,You are open to new information. You have a high amount of trust in scientific research. You are concerned about AI risks.,"You are somewhat optimistic about AI. You believe that AI will likely not destroy humanity. Your beliefs are not based on scientific research. You believe the probability of AI destroying humanity is 25% (i.e., your p(doom) = 25%).",You are a senior citizen (your age is 60 or more years old).,You are a male.,You have some college education.,You are a technician.,"Your annual household income is between $65,000 and $74,999.",You are a citizen of the United States. You are not a member of any U.S. political party.,You are a conservative.,You identify economically as a Marxist.,"['ChatGPT', 'DALL-E', 'Whisper', 'Roomba', 'Siri', 'Alexa', 'Tesla', 'Netflix', 'Hulu', 'Google Maps', 'Waze', 'Uber', 'Lyft', 'Microsoft Copilot', 'Grammarly', 'Google Bard AI', 'Otter.ai']","['ChatGPT', 'Roomba', 'Siri', 'Netflix', 'Google Maps', 'Uber', 'Grammarly']",A few days a month,5,Technicians,Male,Some College/Higher Education,Age above 60,"$65,000-$74,999",Republican,7,7,3,7,2,8,Yes,8,"['Required Licenses for Training AI Models', 'Required Reporting of AI Model Training Data', 'Required Safety Benchmark Testing of AI Models for Commercial Use', 'Establishment of a Federal Department for Oversight of AI Safety']",25%,5,7,2,8,3,7,Yes,8,"['Required Licenses for Training AI Models', 'Required Reporting of AI Model Training Data', 'Required Safety Benchmark Testing of AI Models for Commercial Use', 'Establishment of a Federal Department for Oversight of AI Safety']",25%
